Name,Address,Closed bucket,Distance,Latitude,Longitude
Tulia Osteria,"1402 Queen St E, Toronto ON M4L 1C9",LikelyOpen,825,43.66587,-79.33443
Madame Levant,"821 Gerrard St E, Toronto ON M4M 1Y8",LikelyOpen,832,43.66587,-79.33443
Le Conciliabule,"1300 Gerrard St E (Greenwood ave), Toronto ON M4L 1Y7",LikelyOpen,837,43.66587,-79.33443
Babycake Cupcakes,"894 Queen St E (Logan), Toronto ON M4M 1J3",LikelyOpen,913,43.66587,-79.33443
Sansotei Ramen,"115 Fort York Blvd (Fort York Blvd & Dan Leckie Way), Toronto ON M5V 0K2",VeryLikelyOpen,137,43.6399714,-79.39940399999999
Le Select Bistro,"432 Wellington St W (at Spadina Ave), Toronto ON M5V 1E3",LikelyOpen,469,43.6399714,-79.39940399999999
Forno Cultura,"609 King St W, Toronto ON M5V 1M5",VeryLikelyOpen,492,43.6399714,-79.39940399999999
WVRST,"609 King St W (btwn Bathurst & Portland St), Toronto ON M5V 1M5",VeryLikelyOpen,484,43.6399714,-79.39940399999999
Wilbur Mexicana,"552 King St W, Toronto ON M5V 1M3",LikelyOpen,549,43.6399714,-79.39940399999999
Roses New York,"135 Fort York Blvd, Toronto ON M5V 0K2",VeryLikelyOpen,130,43.6399714,-79.39940399999999
Gusto 101,"101 Portland St (btwn King St W & Adelaide St W), Toronto ON M5V 2N3",VeryLikelyOpen,561,43.6399714,-79.39940399999999
SOMA chocolatemaker,"443 King St W, Toronto ON M5V 1K4",VeryLikelyOpen,665,43.6399714,-79.39940399999999
Anejo,"600 King St W (King St W), Toronto ON M5V 1M3",LikelyOpen,518,43.6399714,-79.39940399999999
Rodney's Oyster House,"469 King St W (btwn Spadina & Brant St.), Toronto ON M5V 1K4",LikelyOpen,600,43.6399714,-79.39940399999999
Chubby's Jamaican Kitchen,"104 Portland St (Portland and Adelaide), Toronto ON M5V 2N2",LikelyOpen,608,43.6399714,-79.39940399999999
Patria,"478 King St W (btwn Spadina Ave. & Brant St.), Toronto ON M5V 0A8",LikelyOpen,645,43.6399714,-79.39940399999999
Baro,"485 King St W (Spadina Avenue), Toronto ON M5V 1K4",LikelyOpen,578,43.6399714,-79.39940399999999
The Keg Steakhouse + Bar,"560 King St W, Toronto ON M5V 0L5",VeryLikelyOpen,534,43.6399714,-79.39940399999999
Forget Me Not Cafe,"506 Adelaide St W, Toronto ON M5V 1T5",LikelyOpen,656,43.6399714,-79.39940399999999
Simit & Chai Co,"787 King St W (at Niagara St), Toronto ON M5V 1N4",VeryLikelyOpen,680,43.6399714,-79.39940399999999
Avenue Open Kitchen,"7 Camden St (at Spadina Ave.), Toronto ON M5V 1V2",LikelyOpen,848,43.6399714,-79.39940399999999
Old York Bar & Grill,"167 Niagara St (at Wellington St W), Toronto ON M5V 1C9",LikelyOpen,604,43.6399714,-79.39940399999999
Bar Hop,"391 King St W (at Charlotte St), Toronto ON M5V 1K1",VeryLikelyOpen,781,43.6399714,-79.39940399999999
Hunters Landing,"82 Fort York Blvd, Toronto ON M5V 4A6",VeryLikelyOpen,218,43.6399714,-79.39940399999999
Drom Taberna,"458 Queen St W, Toronto ON M5V 2A8",VeryLikelyOpen,925,43.6399714,-79.39940399999999
Banh Mi Boys,"392 Queen St W, Toronto ON M5V 2A6",VeryLikelyOpen,985,43.6399714,-79.39940399999999
Cibo Wine Bar,"522 King St W, Toronto ON M5V 1L7",LikelyOpen,590,43.6399714,-79.39940399999999
Raku,"456 Queen St W (at Augusta Ave), Toronto ON M5V 2A8",VeryLikelyOpen,919,43.6399714,-79.39940399999999
Music Garden Cafe,"466 Queens Quay W (Spadina), Toronto ON M5V 2Y3",LikelyOpen,572,43.6399714,-79.39940399999999
General Assembly,"331 Adelaide St W, Toronto ON M5V 1R5",LikelyOpen,964,43.6399714,-79.39940399999999
North of Brooklyn Pizzeria,"650 1/2 Queen St W (Palmerston Ave), Toronto ON M6J 1E4",LikelyOpen,965,43.6399714,-79.39940399999999
Craft Kitchen,"410 Adelaide St W (at Spadina Ave), Toronto ON M5V 1S8",LikelyOpen,771,43.6399714,-79.39940399999999
BarChef,"472 Queen St W (btwn Augusta & Denison), Toronto ON M5V 2B2",VeryLikelyOpen,898,43.6399714,-79.39940399999999
1 Kitchen,"550 Wellington St W, Toronto ON M5V 2V4",VeryLikelyOpen,380,43.6399714,-79.39940399999999
The Rec Room,"255 Bremner Blvd, Toronto ON M5V 3M9",LikelyOpen,1024,43.6399714,-79.39940399999999
Bovine Sex Club,"542 Queen St W (btwn Bathurst St. & Ryerson Ave.), Toronto ON M5V 2B5",LikelyOpen,881,43.6399714,-79.39940399999999
Belfast Love,"548 King St W (King & Brant), Toronto ON M5V 1M3",LikelyOpen,551,43.6399714,-79.39940399999999
French Made,"80 Blue Jays Way (Mercer), Toronto ON M5V 2G3",LikelyOpen,850,43.6399714,-79.39940399999999
Tim Hortons,"120 Fort York Blvd (Fort York), Toronto ON M5V 0E3",VeryLikelyOpen,88,43.6399714,-79.39940399999999
The Morning After,"88 Fort York Blvd, Toronto ON M5V 4A7",LikelyOpen,179,43.6399714,-79.39940399999999
UFO Restaurant,"241 Niagara St (at Adelaide St. W), Toronto ON M6J 2L5",LikelyOpen,874,43.6399714,-79.39940399999999
Oretta,"633 King St W, Toronto ON M5V 1M5",LikelyOpen,496,43.6399714,-79.39940399999999
Khao San Road,"11 Charlotte St (King St. W), Toronto ON M5V 0M6",LikelyOpen,834,43.6399714,-79.39940399999999
Kōst,"80 Blue Jays Way, Toronto ON M5V 2G3",LikelyOpen,817,43.6399714,-79.39940399999999
Kibo Sushi House,"36 Charlotte St, Toronto ON M5V 3P7",LikelyOpen,850,43.6399714,-79.39940399999999
The Parlour,"642 King St W, Toronto ON M5V 1M7",VeryLikelyOpen,529,43.6399714,-79.39940399999999
Northern Maverick Brewing Co,"115 Bathurst St (at Adelaide St W), Toronto ON M5V 2P9",LikelyOpen,635,43.6399714,-79.39940399999999
What a Bagel,"130 Spadina Ave (Richmond & Spadina), Toronto ON M5V 2L4",VeryLikelyOpen,871,43.6399714,-79.39940399999999
The Wheat Sheaf Tavern,"667 King St W (at Bathurst), Toronto ON M5V 1M9",VeryLikelyOpen,487,43.6399714,-79.39940399999999
Locals Only,"589 King St W (at Portland St), Toronto ON M5V 1M5",LikelyOpen,481,43.6399714,-79.39940399999999
Petty Cash,"487 Adelaide St W, Toronto ON M5V 1T4",VeryLikelyOpen,618,43.6399714,-79.39940399999999
Liberty Shawarma,"4H Spadina Ave (at Fort York), Toronto ON M5V 3Z9",LikelyOpen,484,43.6399714,-79.39940399999999
Java House,"537 Queen St W (at Augusta Ave.), Toronto ON M5V 2B6",LikelyOpen,895,43.6399714,-79.39940399999999
Iruka Sushi,"550 Queens Quay W, Toronto ON M5V 3M8",VeryLikelyOpen,419,43.6399714,-79.39940399999999
Terroni,"1095 Yonge St (at Price St.), Toronto ON M4W 2L7",LikelyOpen,47,43.6799477790745,-79.38994813684005
Boxcar Social,"1208 Yonge St (Summerhill), Toronto ON M4T 1W1",LikelyOpen,233,43.6799477790745,-79.38994813684005
Black Camel,"4 Crescent Rd (Yonge), Toronto ON M4W 1S9",VeryLikelyOpen,329,43.6799477790745,-79.38994813684005
Nutbar,"1240B Yonge St, Toronto ON M4T 1W5",VeryLikelyOpen,378,43.6799477790745,-79.38994813684005
Joso's,"202 Davenport Rd, Toronto ON M5R 1J2",LikelyOpen,743,43.6799477790745,-79.38994813684005
Scaramouche Restaurant Pasta Bar & Grill,"1 Benvenuto Pl (at Edmund Ave.), Toronto ON M4V 2L1",LikelyOpen,781,43.6799477790745,-79.38994813684005
Trattoria Nervosa,"75 Yorkville Ave (at Bellair St.), Toronto ON M5R 1B8",VeryLikelyOpen,996,43.6799477790745,-79.38994813684005
5 Elements Espresso,"131 Ave Rd, Toronto ON M5R 2H7",VeryLikelyOpen,866,43.6799477790745,-79.38994813684005
Café Boulud,"60 Yorkville Ave (Bay St), Toronto ON M4W 0A4",VeryLikelyOpen,928,43.6799477790745,-79.38994813684005
Blu Ristorante and Lounge,"17 York Valley Cres (Yonge), Toronto ON M2P 1A8",LikelyOpen,924,43.6799477790745,-79.38994813684005
The Bagel House,"1438 Yonge St, Toronto ON M4T 1Y5",LikelyOpen,856,43.6799477790745,-79.38994813684005
Crown & Dragon Pub,"890 Yonge St (at Church St.), Toronto ON M4W 3P4",VeryLikelyOpen,728,43.6799477790745,-79.38994813684005
Osteria Giulia,"134 Ave Rd, Toronto ON M5R 2H6",VeryLikelyOpen,823,43.6799477790745,-79.38994813684005
Balzac's Coffee,"789 Yonge St (at Asquith Ave.), Toronto ON M4W 2G8",VeryLikelyOpen,944,43.6799477790745,-79.38994813684005
Dbar,"60 Yorkville Ave (at Four Seasons Hotel), Toronto ON M4W 0A4",LikelyOpen,940,43.6799477790745,-79.38994813684005
MIMI Chinese,"265 Davenport Rd, Toronto ON M5R 1J9",VeryLikelyOpen,920,43.6799477790745,-79.38994813684005
Dynasty Chinese Cuisine,"69 Yorkville Ave, Toronto ON M5R 1B8",LikelyOpen,981,43.6799477790745,-79.38994813684005
Della Spiga,"1375 Yonge St (Rosehill), Toronto ON",Unsure,785,43.6799477790745,-79.38994813684005
Boccone Deli & Pizza,"1378 Yonge St (at St Clair Ave. East), Toronto ON M4T 1Y5",LikelyOpen,754,43.6799477790745,-79.38994813684005
Utsav,"69 Yorkville Ave (Yorkville), Toronto ON M5R 1B8",LikelyOpen,985,43.6799477790745,-79.38994813684005
Pilot Tavern,"22 Cumberland St (btwn Bay & Yonge), Toronto ON M4W 1J5",LikelyOpen,1002,43.6799477790745,-79.38994813684005
Kiro Sushi,"4 Collier St, Toronto ON M4W 1L7",VeryLikelyOpen,868,43.6799477790745,-79.38994813684005
New York Fries,"220 Yonge St (at Dundas Street West), Toronto ON M5B 2H1",LikelyOpen,201,43.6799477790745,-79.38994813684005
Mineral,"1027 Yonge St, Toronto ON M4W 2K9",VeryLikelyOpen,250,43.6799477790745,-79.38994813684005
Impact Kitchen Summerhill,"1222 Yonge St (Alcorn), Toronto ON M4T 1W3",VeryLikelyOpen,292,43.6799477790745,-79.38994813684005
Brownes Bistro,"4 Woodland Hts (at Yonge St), Toronto ON M6S 2W4",LikelyOpen,494,43.6799477790745,-79.38994813684005
Spring Cafe Bistro,"931 Yonge St, Toronto ON M4W 2H2",LikelyOpen,502,43.6799477790745,-79.38994813684005
Robot Boil House,"895 Yonge St (Baxter St.), Toronto ON M4W 2H2",LikelyOpen,584,43.6799477790745,-79.38994813684005
The Bhoj Fine Indian Cuisine,"21 Davenport Rd, Toronto ON M5R 1H2",LikelyOpen,803,43.6799477790745,-79.38994813684005
Adrak Yorkville,"138 Ave Rd, Toronto ON M5R 2H6",VeryLikelyOpen,828,43.6799477790745,-79.38994813684005
Semiors Steak House,"1397 Yonge St, Toronto ON M4T 1Y4",LikelyOpen,860,43.6799477790745,-79.38994813684005
Spinners Sandwich Co,"1450 Yonge St (St Clair Ave.), Toronto ON M4T 1Y5",LikelyOpen,907,43.6799477790745,-79.38994813684005
Shawarma Fresh,"1444 Yonge St, Toronto ON M4T 1Y5",Unsure,908,43.6799477790745,-79.38994813684005
Blondies,"265 Davenport Rd, Toronto ON M5R 1J9",LikelyOpen,928,43.6799477790745,-79.38994813684005
Auther’s,"12 St.Clair Ave E (Younge & St. Clair), Toronto ON M4T 1L7",LikelyOpen,940,43.6799477790745,-79.38994813684005
La Barista Cafe,"22 St Clair Ave E (Yonge), Toronto ON M4T 2S3",Unsure,994,43.6799477790745,-79.38994813684005
Aki Japan Sushi,"1404 Yonge St, Toronto ON M4T 1Y5",LikelyOpen,807,43.6799477790745,-79.38994813684005
Burrito Boyz,"74 Dundas St E, Toronto ON M5B 1C7",VeryLikelyOpen,321,43.657266,-79.374756
Hokkaido Ramen Santouka,"91 Dundas St E (at Church St), Toronto ON M5B 2C8",VeryLikelyOpen,245,43.657266,-79.374756
Jazz Bistro,"251 Victoria St (btwn Dundas St. E & Shuter St.), Toronto ON M5B 1T8",LikelyOpen,403,43.657266,-79.374756
Fahrenheit Coffee,"120 Lombard St (at Jarvis St), Toronto ON M5C 3H5",LikelyOpen,566,43.657266,-79.374756
The George Street Diner,"129 George St (at Richmond St E), Toronto ON M5A 2M6",VeryLikelyOpen,545,43.657266,-79.374756
Gyu-Kaku BBQ,"81 Church St (at Adelaide St E), Toronto ON M5C 2G2",VeryLikelyOpen,632,43.657266,-79.374756
Salad King,"340 Yonge St (at Gould St), Toronto ON M5B 1R8",VeryLikelyOpen,553,43.657266,-79.374756
Five Guys Burgers & Fries,"329 Yonge St, Toronto ON M5B 1R7",VeryLikelyOpen,490,43.657266,-79.374756
The Queen and Beaver Public House,"35 Elm St (at Bay St.), Toronto ON M5G 1H1",VeryLikelyOpen,705,43.657266,-79.374756
Neo Coffee Bar,"161 Frederick St (at King St E), Toronto ON M5A 4P3",VeryLikelyOpen,852,43.657266,-79.374756
Terroni,"57A Adelaide St E (at Church St.), Toronto ON M5C 1K6",VeryLikelyOpen,707,43.657266,-79.374756
Balzacs Coffee,"122 Bond St (at Gould St.), Toronto ON M5B 1X8",VeryLikelyOpen,363,43.657266,-79.374756
Dineen Coffee Co,"140 Yonge St (at Temperance St), Toronto ON M5C 1X6",VeryLikelyOpen,818,43.657266,-79.374756
House on Parliament,"454 Parliament St (btwn Carlton & Gerrard), Toronto ON M5A 3A2",VeryLikelyOpen,900,43.657266,-79.374756
Chipotle Mexican Grill,"323 Yonge St (Yonge & Dundas), Toronto ON M5B 1R7",VeryLikelyOpen,496,43.657266,-79.374756
Rooster Coffee House,"343 King St E (btwn Princess & Berkeley St), Toronto ON M5A 1L1",VeryLikelyOpen,946,43.657266,-79.374756
Red Lobster,"20 Dundas St E (at Bay St), Toronto ON M5B 2L6",VeryLikelyOpen,720,43.657266,-79.374756
Beer Bistro,"18 King St E (at Yonge St.), Toronto ON M5C 1C4",VeryLikelyOpen,894,43.657266,-79.374756
St. Lawrence Market Outdoor Vendors,"93 Front St E (at Lower Jarvis St), Toronto ON M5E 1C3",LikelyOpen,980,43.657266,-79.374756
Jimmy's Coffee,"84 Gerrard St W (Gerrard & LaPlante), Toronto ON M5G 1J5",LikelyOpen,882,43.657266,-79.374756
Hair of the Dog,"425 Church St (at Wood St.), Toronto ON M4Y 2C3",VeryLikelyOpen,733,43.657266,-79.374756
The Carbon Bar,"99 Queen St E, Toronto ON M5C 1S1",LikelyOpen,448,43.657266,-79.374756
Churchmouse & Firkin,"475 Church St (at Maitland St.), Toronto ON M4Y 2C5",VeryLikelyOpen,936,43.657266,-79.374756
JOEY Eaton Centre,"1 Dundas St W, Toronto ON M5G 1Z3",VeryLikelyOpen,587,43.657266,-79.374756
Sukho Thai,"52 Wellington St E (at Church St), Toronto ON M5E 1C7",LikelyOpen,975,43.657266,-79.374756
CRAFT Beer Market Toronto,"1 Adelaide St E, Toronto ON M5C 2V9",LikelyOpen,846,43.657266,-79.374756
John & Sons Oyster House,"56 Temperance St (at Bay St.), Toronto ON M5H 3V5",LikelyOpen,920,43.657266,-79.374756
C'est What,"67 Front St E (at Church St), Toronto ON M5E 1B5",VeryLikelyOpen,988,43.657266,-79.374756
Paramount Fine Foods,"253 Yonge St (btwn Dundas St E & Shuter St), Toronto ON M5B 1N8",VeryLikelyOpen,506,43.657266,-79.374756
Victoria's Restaurant,"37 King St E (at Le Meridien King Edward Hotel), Toronto ON M5C 1E9",Unsure,895,43.657266,-79.374756
Bangkok Garden Restaurant,"18 Elm St, Toronto ON M5G 1G7",VeryLikelyOpen,653,43.657266,-79.374756
La Bettola Di Terroni,"106 Victoria St, Toronto ON M5C 2B4",LikelyOpen,643,43.657266,-79.374756
Woody's,"467 Church St, Toronto ON M4Y 2C5",LikelyOpen,910,43.657266,-79.374756
Gyubee Japanese Grill,"157 Dundas St W, Toronto ON M5E 1B4",VeryLikelyOpen,916,43.657266,-79.374756
Black Bear Espresso,"25C Carlton St, Toronto ON M5B 1L4",LikelyOpen,690,43.657266,-79.374756
The 3 Brewers,"275 Yonge St (btwn Dundas St. E & Shuter St.), Toronto ON M5B 1N8",VeryLikelyOpen,496,43.657266,-79.374756
McVeigh's Irish Pub,"124 Church St, Toronto ON M5C 2G8",VeryLikelyOpen,557,43.657266,-79.374756
Imperial Pub,"54 Dundas St E (at Victoria Ln.), Toronto ON M5B 1C7",VeryLikelyOpen,355,43.657266,-79.374756
Fran's Restaurant,"200 Victoria St (at Shuter St), Toronto ON M5B 1V8",VeryLikelyOpen,484,43.657266,-79.374756
Fran's Restaurant,"20 College St (at Yonge St), Toronto ON M5G 1K2",VeryLikelyOpen,857,43.657266,-79.374756
The Rabbit Hole,"21 Adelaide St W, Toronto ON M5H 1L6",VeryLikelyOpen,920,43.657266,-79.374756
W Burger Bar,"10 College St (at Yonge St.), Toronto ON M5G 1K2",VeryLikelyOpen,839,43.657266,-79.374756
Loaded Pierogi,"524 Church St (Maitland), Toronto ON M4Y 2E1",VeryLikelyOpen,966,43.657266,-79.374756
The Corner Place,"11 Jarvis St (Front St.), Toronto ON M5E 1N3",LikelyOpen,896,43.657266,-79.374756
Flatiron & Firkin,"49 Wellington St E (at Church St.), Toronto ON M5E 1C9",VeryLikelyOpen,977,43.657266,-79.374756
P.J. O'Brien Irish Pub and Restuarant,"39 Colborne St (at Leader Ln.), Toronto ON M5E 1E3",LikelyOpen,929,43.657266,-79.374756
The Jason George,"100 Front St E (at Jarvis St), Toronto ON M5A 1E1",LikelyOpen,877,43.657266,-79.374756
Louix Louis,"325 Bay St (Adelaide), Toronto ON M5H 4G3",VeryLikelyOpen,1059,43.657266,-79.374756
Bolet's Burrito,"134 Lower Sherbourne St, Toronto ON M5A 4J4",VeryLikelyOpen,967,43.657266,-79.374756
Mast Coffee,"68 Shuter St (at Dalhousie St), Toronto ON M5B 0B4",LikelyOpen,244,43.657266,-79.374756
The Library Specialty Coffee,"281 Dundas St W (St Patrick And Dundas St W), Toronto ON M5T 1G1",LikelyOpen,441,43.6580442,-79.3927404
Jimmy's Coffee,"84 Gerrard St W (Gerrard & LaPlante), Toronto ON M5G 1J5",LikelyOpen,574,43.6580442,-79.3927404
Sin and Redemption,"136 McCaul St (at Dundas St.), Toronto ON M5T 1W2",LikelyOpen,384,43.6580442,-79.3927404
Prenup Pub,"191 College St (Henry St), Toronto ON M5T 1P9",VeryLikelyOpen,191,43.6580442,-79.3927404
The Queen and Beaver Public House,"35 Elm St (at Bay St.), Toronto ON M5G 1H1",VeryLikelyOpen,743,43.6580442,-79.3927404
Café Pamenar,"307 Augusta Ave (Btwn Oxford St & College St), Toronto ON M5T 2M2",VeryLikelyOpen,824,43.6580442,-79.3927404
FIKA Cafe,"28 Kensington Ave, Toronto ON M5T 2J9",VeryLikelyOpen,792,43.6580442,-79.3927404
HotBlack Coffee,"245 Queen St W (at St Patrick St), Toronto ON M5V 1Z4",LikelyOpen,914,43.6580442,-79.3927404
JaBistro,"222 Richmond St W, Toronto ON M5V 1V6",VeryLikelyOpen,1001,43.6580442,-79.3927404
Pizza Fresca,"302 College St (at Robert St), Toronto ON M5T 1R9",LikelyOpen,723,43.6580442,-79.3927404
Ozzy's Burgers,"66 Nassau St (Augusta and Nassau), Toronto ON M5T 1M5",LikelyOpen,847,43.6580442,-79.3927404
Dark Horse Espresso Bar,"215 Spadina Ave (at Sullivan St.), Toronto ON M5T 2C7",VeryLikelyOpen,899,43.6580442,-79.3927404
Gyubee Japanese Grill,"157 Dundas St W, Toronto ON M5E 1B4",VeryLikelyOpen,642,43.6580442,-79.3927404
Nando's Peri-Peri,"832 Bay St (Grenville St), Toronto ON M5S 1Z6",VeryLikelyOpen,654,43.6580442,-79.3927404
Salad King,"340 Yonge St (at Gould St), Toronto ON M5B 1R8",VeryLikelyOpen,895,43.6580442,-79.3927404
Ikkousha Ramen Toronto,"249 Queen St W (Queen/University), Toronto ON M5V 1Z4",VeryLikelyOpen,918,43.6580442,-79.3927404
Icha Tea,"235 Spadina Ave, Toronto ON M5T 2E2",LikelyOpen,829,43.6580442,-79.3927404
Mother's Dumplings,"421 Spadina Ave (btwn College & Cecil St.), Toronto ON M5T 2G6",VeryLikelyOpen,557,43.6580442,-79.3927404
Dim Sum King,"421 Dundas St W, Toronto ON M5T 2W4",VeryLikelyOpen,548,43.6580442,-79.3927404
Wanda's Pie in the Sky,"287 Augusta Ave (Oxford St), Toronto ON M5T 2M2",VeryLikelyOpen,822,43.6580442,-79.3927404
Five Guys Burgers & Fries,"329 Yonge St, Toronto ON M5B 1R7",VeryLikelyOpen,961,43.6580442,-79.3927404
Handlebar,"159 Augusta Ave (Dundas), Toronto ON M5T 2L4",VeryLikelyOpen,895,43.6580442,-79.3927404
JOEY Eaton Centre,"1 Dundas St W, Toronto ON M5G 1Z3",VeryLikelyOpen,899,43.6580442,-79.3927404
Juicy Dumpling,"280 Spadina Ave, Toronto ON M5T 3A5",VeryLikelyOpen,751,43.6580442,-79.3927404
Chipotle Mexican Grill,"323 Yonge St (Yonge & Dundas), Toronto ON M5B 1R7",VeryLikelyOpen,960,43.6580442,-79.3927404
Bangkok Garden Restaurant,"18 Elm St, Toronto ON M5G 1G7",VeryLikelyOpen,796,43.6580442,-79.3927404
House of Gourmet,"484 Dundas St W (at Spadina Ave), Toronto ON M5T 1G9",VeryLikelyOpen,641,43.6580442,-79.3927404
Black Bear Espresso,"25C Carlton St, Toronto ON M5B 1L4",LikelyOpen,965,43.6580442,-79.3927404
Fran's Restaurant,"20 College St (at Yonge St), Toronto ON M5G 1K2",VeryLikelyOpen,795,43.6580442,-79.3927404
W Burger Bar,"10 College St (at Yonge St.), Toronto ON M5G 1K2",VeryLikelyOpen,823,43.6580442,-79.3927404
Grossman's Tavern,"379 Spadina Ave (at Cecil St), Toronto ON M5T 2G3",LikelyOpen,567,43.6580442,-79.3927404
R&D,"241 Spadina Ave, Toronto ON M5T 2E2",LikelyOpen,825,43.6580442,-79.3927404
The Village Idiot Pub,"126 Mc Caul St (at Dundas St. W), Toronto ON M5T 1W2",VeryLikelyOpen,415,43.6580442,-79.3927404
Eggsmart,"645 Bay St (at Elm St.), Toronto ON M5G 1M7",LikelyOpen,697,43.6580442,-79.3927404
Kos Restaurant,"61 Bellevue Ave (Nassau Street), Toronto ON M5T 2N5",LikelyOpen,917,43.6580442,-79.3927404
St. Louis Bar and Grill,"595 Bay St (Atrium on Bay), Toronto ON M5G 2C2",LikelyOpen,820,43.6580442,-79.3927404
Friar & Firkin,"160 John St (at Queen St.), Toronto ON M5V 2E5",VeryLikelyOpen,962,43.6580442,-79.3927404
Tim Hortons,"56 Wellesley St W (at Bay St), Toronto ON M5S 2S3",VeryLikelyOpen,854,43.6580442,-79.3927404
Jugo Juice,"555 University Ave, Toronto ON M5G 1X8",LikelyOpen,490,43.6580442,-79.3927404
Black Bull Hotel & Tavern,"298 Queen St W (at Soho St.), Toronto ON M5V 2A1",LikelyOpen,968,43.6580442,-79.3927404
Mom's Pan-Fried Buns - 老娘水煎包,"189 Dundas St W, Toronto ON M5G 1C7",LikelyOpen,598,43.6580442,-79.3927404
Bao Restaurant,"270 Spadina Ave, Toronto ON M5T 2E5",LikelyOpen,765,43.6580442,-79.3927404
Sunnys Chinese,"60 Kensington Ave (Baldwin), Toronto ON M5T 2K1",VeryLikelyOpen,774,43.6580442,-79.3927404
Aura Sushi,"384 Yonge St (at Gerrard St. W.), Toronto ON M5B 1S8",LikelyOpen,845,43.6580442,-79.3927404
Jollibee,"334 Yonge St, Toronto ON M5B 1R8",VeryLikelyOpen,896,43.6580442,-79.3927404
Fitness Centre,"525 Bay St (in Marriott Downtown), Toronto ON M5G 2L2",LikelyOpen,959,43.6580442,-79.3927404
Cafe Landwer,"165 University Ave (Adelaide St W), Toronto ON M5H 3B8",LikelyOpen,117,43.6477785,-79.3847928
Byblos Downtown,"11 Duncan St (at Pearl St), Toronto ON M5V 3M2",LikelyOpen,281,43.6477785,-79.3847928
Pai,"18 Duncan St (at Adelaide St W), Toronto ON M5H 3G8",VeryLikelyOpen,304,43.6477785,-79.3847928
Cactus Club Cafe,"77 Adelaide St W (btwn Bay & York St), Toronto ON M5H 1P9",VeryLikelyOpen,294,43.6477785,-79.3847928
HotBlack Coffee,"245 Queen St W (at St Patrick St), Toronto ON M5V 1Z4",LikelyOpen,423,43.6477785,-79.3847928
The Burger's Priest,"212 Adelaide St W, Toronto ON M5H 1W7",VeryLikelyOpen,240,43.6477785,-79.3847928
Earl's Kitchen & Bar,"150 King St W (at York St.), Toronto ON M5H 1J9",LikelyOpen,89,43.6477785,-79.3847928
WVRST - Union Station,"65 Front St W, Toronto ON M5J 1E6",VeryLikelyOpen,415,43.6477785,-79.3847928
Beertown Public House - Toronto,"125 Wellington St W, Toronto ON M5J 0E8",VeryLikelyOpen,191,43.6477785,-79.3847928
Walrus Pub & Beer Hall,"187 Bay St (Wellington St W), Toronto ON M5L 1G5",LikelyOpen,426,43.6477785,-79.3847928
Dineen Coffee Co,"140 Yonge St (at Temperance St), Toronto ON M5C 1X6",VeryLikelyOpen,571,43.6477785,-79.3847928
Library Bar,"100 Front St W, Toronto ON M5J 1E3",LikelyOpen,360,43.6477785,-79.3847928
Steam Whistle Brewing,"255 Bremner Blvd (btwn Rees St. & Simcoe St.), Toronto ON M5V 3M9",VeryLikelyOpen,694,43.6477785,-79.3847928
Beer Bistro,"18 King St E (at Yonge St.), Toronto ON M5C 1C4",VeryLikelyOpen,634,43.6477785,-79.3847928
Town Crier,"115 John St (at Adelaide St. W), Toronto ON M9N 1J9",LikelyOpen,436,43.6477785,-79.3847928
La Carnita,"106 John St (at King St W), Toronto ON M5V 2E1",VeryLikelyOpen,416,43.6477785,-79.3847928
Chotto Matte,"161 Bay St, Toronto ON M5J 2S1",VeryLikelyOpen,504,43.6477785,-79.3847928
A&W Restaurant,"8 Mercer St (John St), Toronto ON M5V 0C4",LikelyOpen,436,43.6477785,-79.3847928
CRAFT Beer Market Toronto,"1 Adelaide St E, Toronto ON M5C 2V9",LikelyOpen,585,43.6477785,-79.3847928
Evviva Breakfast Restaurant,"25 Lower Simcoe St (Grand Trunk Cresc), Toronto ON M5J 3A1",VeryLikelyOpen,697,43.6477785,-79.3847928
SOMA chocolatemaker,"443 King St W, Toronto ON M5V 1K4",VeryLikelyOpen,919,43.6477785,-79.3847928
Bar Hop,"391 King St W (at Charlotte St), Toronto ON M5V 1K1",VeryLikelyOpen,746,43.6477785,-79.3847928
Tim Hortons,"55 York St (at Piper St), Toronto ON M5J 1R7",VeryLikelyOpen,257,43.6477785,-79.3847928
Kellys Landing,"123 Front St W, Toronto ON M5J 2M2",VeryLikelyOpen,330,43.6477785,-79.3847928
Gyu-Kaku BBQ,"81 Church St (at Adelaide St E), Toronto ON M5C 2G2",VeryLikelyOpen,899,43.6477785,-79.3847928
Terroni,"57A Adelaide St E (at Church St.), Toronto ON M5C 1K6",VeryLikelyOpen,817,43.6477785,-79.3847928
BeaverTails,"145 Queen's Quay W (York St), Toronto ON M5J 2H4",LikelyOpen,971,43.6477785,-79.3847928
C'est What,"67 Front St E (at Church St), Toronto ON M5E 1B5",VeryLikelyOpen,915,43.6477785,-79.3847928
Jack Astor's,"144 Front St W (at University Ave), Toronto ON M5J 2L7",VeryLikelyOpen,284,43.6477785,-79.3847928
RS - Real Sports,"15 York St (at Bremner Blvd), Toronto ON M5J 0A3",VeryLikelyOpen,697,43.6477785,-79.3847928
Gyubee Japanese Grill,"157 Dundas St W, Toronto ON M5E 1B4",VeryLikelyOpen,827,43.6477785,-79.3847928
Sin and Redemption,"136 McCaul St (at Dundas St.), Toronto ON M5T 1W2",LikelyOpen,946,43.6477785,-79.3847928
