Name,Address,Closed bucket,Distance,Latitude,Longitude
Pizzeria Via Mercanti,"188 Augusta Ave, Toronto ON M5T 2L6",VeryLikelyOpen,731,43.6560758,-79.393259
Panago Pizza Inc,"44 Gerrard St W (at Bay St.), Toronto ON M5G 2K2",LikelyOpen,777,43.6560758,-79.393259
Big Trouble Pizza,"235 Spadina Ave (Dundas St. W), Toronto ON M5T 2E2",LikelyOpen,611,43.6560758,-79.393259
Mamma's Pizza,"405 Richmond St W (at Spadina Ave.), Toronto ON M5V 1X3",LikelyOpen,923,43.6560758,-79.393259
Pizzaiolo,"289 Dundas St W (at McCaul St), Toronto ON M5T 1G1",LikelyOpen,273,43.6560758,-79.393259
Three Kingdoms Pizza,"5 Baldwin St (McCaul), Toronto ON M5T 1L1",LikelyOpen,61,43.6560758,-79.393259
King David Pizza,"600 University Ave, Toronto ON M5G 1X5",Unsure,259,43.6560758,-79.393259
Levetto China Town,"382 Spadina Ave (Spadina Ave.), Toronto ON M5T 2G5",LikelyOpen,495,43.6560758,-79.393259
Tosto Quickfire Pizza Pasta,"800 Bay St, Toronto ON M5S 3A9",VeryLikelyOpen,782,43.6560758,-79.393259
Pizza Pizza,"761 Bay St, Toronto ON M5G 2R2",LikelyOpen,773,43.6560758,-79.393259
Pizza Nova,"267 College St (at Spadina Ave), Toronto ON M5T 1R6",LikelyOpen,536,43.6560758,-79.393259
Mare Pizzeria,"185 Baldwin St, Toronto ON M5T 1M1",Unsure,635,43.6560758,-79.393259
Boston Pizza,"401 Yonge St, Toronto ON M5B 1S9",LikelyOpen,974,43.6560758,-79.393259
Pizzeria Da Mario,"253 Augusta Ave, Toronto ON M5T 2L8",LikelyOpen,711,43.6560758,-79.393259
241 Pizza,"327 Queen St E, Toronto ON M5A 1S9",LikelyOpen,736,43.6560758,-79.393259
Pizzaiolo,"770 Bay St (College St), Toronto ON M5G 0A6",LikelyOpen,741,43.6560758,-79.393259
Slice New York,"633 Bay St (at Bay), Toronto ON M5G 1C9",LikelyOpen,753,43.6560758,-79.393259
Qui Ristorante Pizzeria | Best pasta near me in Toronto,"1654 Stclair Ave W, Toronto ON M6N 1H8",LikelyOpen,755,43.6560758,-79.393259
Panago,"717 Bay St (St. Clair), Toronto ON",LikelyOpen,760,43.6560758,-79.393259
Planet Pizza,"339 College St, Toronto ON M5T 1S2",Unsure,765,43.6560758,-79.393259
Amato Pizza,"380 College St, Toronto ON M5T 1S6",LikelyOpen,958,43.6560758,-79.393259
Pizzaface Italian Bar + Kitchen,"221 Richmond St W, Toronto ON M5V 1W2",LikelyOpen,831,43.6560758,-79.393259
Aces Pizza,"26 Duncan St, Toronto ON M5V 2B9",LikelyOpen,890,43.6560758,-79.393259
Mamma's Pizza,"Yonge St, Toronto ON",LikelyOpen,895,43.6560758,-79.393259
Domino's Pizza,"410 Queen St W, Toronto ON M5V 2A7",VeryLikelyOpen,895,43.6560758,-79.393259
Panzerotto Pizza,"404 Queen St W, Toronto ON M5V 2A6",LikelyOpen,911,43.6560758,-79.393259
Pizza Pizza,"228 Queen St W, Toronto ON M5V 1Z6",VeryLikelyOpen,713,43.6560758,-79.393259
Pizza Palazzo,"376 College St, Toronto ON M5T 1S6",LikelyOpen,944,43.6560758,-79.393259
The Good Son Pizza,"111 Richmond St W, Toronto ON M5H 2G4",LikelyOpen,945,43.6560758,-79.393259
Pizza Italia,"372 Yonge St, Toronto ON M5B 1S6",Unsure,945,43.6560758,-79.393259
Pizza Forno,"217 Adelaide St W, Toronto ON M5H 1W7",LikelyOpen,980,43.6560758,-79.393259
Pi Co,"130 Spadina Ave, Toronto ON M5V 2L4",LikelyOpen,981,43.6560758,-79.393259
Deepizz Pizzeria,"384 College St (Borden St), Toronto ON M5T 1S7",LikelyOpen,997,43.6560758,-79.393259
Pizza Pizza,"346 Yonge St, Toronto ON M5B 1R8",LikelyOpen,948,43.6560758,-79.393259
Sbarro,"220 Yonge St (in Toronto Eaton Centre), Toronto ON M5B 2H1",LikelyOpen,996,43.6560758,-79.393259
Pizzaiolo Gourmet Pizza,"289 Dundas St W, Toronto ON M5T 1G1",LikelyOpen,283,43.6560758,-79.393259
Ziad Boshmaf the Saj,"199 College St, Toronto ON M5T 1P9",Unsure,326,43.6560758,-79.393259
2-4-1 Pizza,"122 Dundas St W, Toronto ON M5G 1C3",Unsure,699,43.6560758,-79.393259
Back Alley Romolo pizza napoletana,"188 Augusta Ave, Toronto ON M5T 2L6",Unsure,739,43.6560758,-79.393259
Mr Pide,"800 Danforth Ave, Toronto ON M4J 1L6",LikelyOpen,371,43.681114,-79.3373885
Danforth Pizza House,"920 Danforth Ave (Jones), Toronto ON M4J 1L9",VeryLikelyOpen,141,43.681114,-79.3373885
Pizzeria Libretto,"550 Danforth Ave (at Carlaw Ave), Toronto ON M4K 1P8",VeryLikelyOpen,869,43.681114,-79.3373885
Il Fornello,"576 Danforth Ave, Toronto ON M4K 1R1",LikelyOpen,813,43.681114,-79.3373885
Baser Ahmad City Fried Chicken and Pizza,"990 Danforth Ave, Toronto ON M4J 1L9",LikelyOpen,68,43.681114,-79.3373885
Amaro Pizza.Com,"962 Danforth Rd, Toronto ON M1K 1J1",LikelyOpen,94,43.681114,-79.3373885
Madina Halal Pizza Inc,"1078 Danforth Ave, Toronto ON M4J 1M2",LikelyOpen,159,43.681114,-79.3373885
Domino's Pizza,"873 Danforth Ave (at Jones Ave), Toronto ON M4J 1L8",LikelyOpen,218,43.681114,-79.3373885
Gino's Pizza,"884 Danforth Ave (at Jones Ave.), Toronto ON M4J 1L7",LikelyOpen,294,43.681114,-79.3373885
Wing Machine,"1158 Danforth Ave (Greenwood Ave), Toronto ON M4J 1M3",LikelyOpen,332,43.681114,-79.3373885
Papa John's Pizza,"798 Danforth Ave, Toronto ON M4J 1L6",VeryLikelyOpen,360,43.681114,-79.3373885
North of Brooklyn,"663 Greenwood Ave, Toronto ON M4J 4B3",VeryLikelyOpen,426,43.681114,-79.3373885
Gourmet Pizza,"1528 Danforth Ave, Toronto ON M4J 1N4",LikelyOpen,544,43.681114,-79.3373885
Pizzaiolo Gourmet Pizza,"1528 Danforth Ave (at Broadview Ave), Toronto ON M4J 1N4",LikelyOpen,804,43.681114,-79.3373885
Pizza Hut,"844 Danforth Ave, Toronto ON M4J 1L7",LikelyOpen,268,43.681114,-79.3373885
Taverna Mercatto,"120 Bremner Blvd, Toronto ON M5J 0A8",LikelyOpen,217,43.641952,-79.380723
Pizzeria Libretto,"155 University Ave (at Pearl St), Toronto ON M5H 3B7",VeryLikelyOpen,792,43.641952,-79.380723
Pizzaiolo,"3 Rees St (Queens Quay), Toronto ON M5V 3J2",LikelyOpen,557,43.641952,-79.380723
Panago Pizza Inc,"133 Bremner Blvd, Toronto ON M5J 3A7",VeryLikelyOpen,217,43.641952,-79.380723
Hey Lucy Cafe,"295 King St W (at John St.), Toronto ON M5V 1J5",LikelyOpen,900,43.641952,-79.380723
Jz's Pizza,"232 Wellington St W, Toronto ON M5V 3W1",VeryLikelyOpen,811,43.641952,-79.380723
Pizzaiolo,"1 Toronto St (at Court St.), Toronto ON M5C 2W4",LikelyOpen,970,43.641952,-79.380723
Boston Pizza,"250 Front St W (John St), Toronto ON M5V 3G5",LikelyOpen,679,43.641952,-79.380723
Pie Bar,"207 Queens Quay W, Toronto ON M5J 1A7",LikelyOpen,420,43.641952,-79.380723
Pizza Pizza,"208 Queens Quay W, Toronto ON M5J 2Y5",VeryLikelyOpen,265,43.641952,-79.380723
Pizza Pizza,"Food Court Union, Toronto ON",LikelyOpen,298,43.641952,-79.380723
Pizzaiolo,"104 Yonge St (at Adelaide St W), Toronto ON M5C 2Y6",LikelyOpen,912,43.641952,-79.380723
Pizza Rustica,"37 Blue Jays Way, Toronto ON M5V 9G9",VeryLikelyOpen,953,43.641952,-79.380723
Il Fornello,"214 King St W (at Simcoe St.), Toronto ON M5H 3S6",LikelyOpen,768,43.641952,-79.380723
Mr. Pizza,"16 Yonge St (Yonge And Harbour), Toronto ON M5E 2A1",LikelyOpen,403,43.641952,-79.380723
Stand 6,"Air Canada Ctr, Toronto ON",LikelyOpen,258,43.641952,-79.380723
Gino's Pizza,"63 Brant Ave, Brantford ON N3T 3H2",VeryLikelyOpen,440,43.641952,-79.380723
Mamma's Pizza,"249 Queens Quay E, Toronto ON M5A 0V9",LikelyOpen,533,43.641952,-79.380723
Pizza Nova,"1 Blue Jays Way, Toronto ON M5V 1J3",LikelyOpen,569,43.641952,-79.380723
Pizza Nova,"365 Front St W (at Blue Jay Way), Toronto ON M5V 3R6",LikelyOpen,914,43.641952,-79.380723
Pizza Pizza,"100 Training Ave, Toronto ON A1A 1A1",LikelyOpen,702,43.641952,-79.380723
Pizza Rustica Boutique,"232 Wellington St W (John), Toronto ON M5V 3W1",LikelyOpen,772,43.641952,-79.380723
Uncle Tony's,"38 Wellington St E (Wellington and Scott), Toronto ON M5E 1C7",LikelyOpen,858,43.641952,-79.380723
Pizzaiola Gourmet Pizza,"100 Adelaide St W, Toronto ON M5H 1S3",LikelyOpen,872,43.641952,-79.380723
Pizza Forno,"217 Adelaide St W, Toronto ON M5H 1W7",LikelyOpen,895,43.641952,-79.380723
Domino's Pizza,"344 Front St W (Spadina), Toronto ON M5V 3W7",VeryLikelyOpen,928,43.641952,-79.380723
Pi Co,"60 Colborne St, Toronto ON M5E 0B7",VeryLikelyOpen,970,43.641952,-79.380723
Pizzeria Moretti,"328 Wellington St W (Blue Jays Way), Toronto ON M5V 3T4",VeryLikelyOpen,991,43.641952,-79.380723
Pizza Pizza,"340 Front St W (Blue Jays Way), Toronto ON M5V 3W7",LikelyOpen,861,43.641952,-79.380723
Boston Pizza,"11 Channel Ave, Toronto ON M5J 1Y6",LikelyOpen,675,43.641952,-79.380723
Vesuviana's Lotta Pizza,"128 Hucknall Rd 2, Toronto ON M3J 1V8",Unsure,900,43.641952,-79.380723
Pizza Pizza,"20 Blue Jays Way, Toronto ON M5V 3W6",Unsure,906,43.641952,-79.380723
Filet of Sole Sea Grill Ltd,"321 King St E, Toronto ON M5A 1L1",Unsure,938,43.641952,-79.380723
Manoucher Food & Co,"701 Clayson Rd, North York ON M9M 2H4",Unsure,963,43.73262849415089,-79.5381993243286
Pizza Fresca,"302 College St (at Robert St), Toronto ON M5T 1R9",LikelyOpen,425,43.6616667,-79.40138888888889
Pizza Gigi,"189 Harbord St (at Lippincott), Toronto ON M5S 1H5",VeryLikelyOpen,554,43.6616667,-79.40138888888889
Pizzeria Via Mercanti,"188 Augusta Ave, Toronto ON M5T 2L6",VeryLikelyOpen,845,43.6616667,-79.40138888888889
Piccolo Piano Pizzeria,"89 Harbord St, Toronto ON M5S 1G4",LikelyOpen,197,43.6616667,-79.40138888888889
Cora Pizza,"1 U002F2 Spadina Ave, Toronto ON M5S 2H7",LikelyOpen,206,43.6616667,-79.40138888888889
Papa Ceo Fine Italian Foods & Pizza,"654 Spadina Ave, Toronto ON M5S 2H7",LikelyOpen,194,43.6616667,-79.40138888888889
Amato Pizza,"380 College St, Toronto ON M5T 1S6",LikelyOpen,583,43.6616667,-79.40138888888889
Levetto China Town,"382 Spadina Ave (Spadina Ave.), Toronto ON M5T 2G5",LikelyOpen,729,43.6616667,-79.40138888888889
Pizza Nova,"267 College St (at Spadina Ave), Toronto ON M5T 1R6",LikelyOpen,468,43.6616667,-79.40138888888889
Planet Pizza,"339 College St, Toronto ON M5T 1S2",Unsure,497,43.6616667,-79.40138888888889
Pizza Palazzo,"376 College St, Toronto ON M5T 1S6",LikelyOpen,574,43.6616667,-79.40138888888889
Pizza Nova,"193 Harbord St (Lippincott), Toronto ON M5S 2R5",LikelyOpen,580,43.6616667,-79.40138888888889
Deepizz Pizzeria,"384 College St (Borden St), Toronto ON M5T 1S7",LikelyOpen,613,43.6616667,-79.40138888888889
Domino's Pizza,"404 College St, Toronto ON M5T 1S8",LikelyOpen,649,43.6616667,-79.40138888888889
Mare Pizzeria,"185 Baldwin St, Toronto ON M5T 1M1",Unsure,786,43.6616667,-79.40138888888889
Pickle Drum Bar and Grill,"430 1/2 College St, Toronto ON M5T 1T3",Unsure,715,43.6616667,-79.40138888888889
Pizzaiolo,"416 Bloor St W, Toronto ON M5S 1X5",LikelyOpen,724,43.6616667,-79.40138888888889
Pizzeria Da Mario,"253 Augusta Ave, Toronto ON M5T 2L8",LikelyOpen,733,43.6616667,-79.40138888888889
Menchella's Gourmet Pizza,"452 Bloor St W, Toronto ON",LikelyOpen,761,43.6616667,-79.40138888888889
Pizza Pizza,"558 Bloor St W, Toronto ON M6G 1K1",LikelyOpen,874,43.6616667,-79.40138888888889
La Pizza & la Pasta - Eataly Toronto,"55 Bloor St W, Toronto ON M4W 1A6",LikelyOpen,832,43.6616667,-79.40138888888889
Panago Pizza Inc,"787 Bathurst St (Bathurst bloor), Toronto ON M5S 0B7",LikelyOpen,834,43.6616667,-79.40138888888889
Halal Pizza Time & Restaurant,"561 Markham St, Toronto ON M6G 2L6",Unsure,845,43.6616667,-79.40138888888889
Pi Co,"180 Bloor St W, Toronto ON M5S 2V6",LikelyOpen,920,43.6616667,-79.40138888888889
Three Kingdoms Pizza,"5 Baldwin St (McCaul), Toronto ON M5T 1L1",LikelyOpen,946,43.6616667,-79.40138888888889
Pizzaville,"635 Markham St, Toronto ON M6G 2M1",VeryLikelyOpen,962,43.6616667,-79.40138888888889
Wing Machine,"399 Bathurst St (Dundas), Toronto ON M5T 2S8",LikelyOpen,964,43.6616667,-79.40138888888889
King David Pizza,"600 University Ave, Toronto ON M5G 1X5",Unsure,973,43.6616667,-79.40138888888889
Gino's Pizza,"399 Bathurst St (Dundas), Toronto ON M5T 2S8",LikelyOpen,1063,43.6616667,-79.40138888888889
Ziad Boshmaf the Saj,"199 College St, Toronto ON M5T 1P9",Unsure,608,43.6616667,-79.40138888888889
Back Alley Romolo pizza napoletana,"188 Augusta Ave, Toronto ON M5T 2L6",Unsure,846,43.6616667,-79.40138888888889
Pizza Pizza,"4001 Leslie St, Toronto ON M2K 1E1",LikelyOpen,364,43.77037892370793,-79.36702734195678
Pizza Pizza,"738 Sheppard Ave E, North York ON M2K 1C4",VeryLikelyOpen,697,43.77037892370793,-79.36702734195678
Makkah Restaurant,"2980 Danforth Ave (Donlands Ave), Toronto ON M4C 1M6",LikelyOpen,921,43.69735608087488,-79.28528711019696
Chowk Bazaar Burger & Pizza,"3210 Danforth Ave, Scarborough ON",LikelyOpen,561,43.69735608087488,-79.28528711019696
Reginos Pizza,"3331 Danforth Ave, Toronto ON M1L 1C5",LikelyOpen,617,43.69735608087488,-79.28528711019696
Domino's Pizza,"447 Pharmacy Ave, Scarborough ON M1L 3G7",LikelyOpen,871,43.69735608087488,-79.28528711019696
Subhan Halal Pizza,"2970 Danforth Ave, Toronto ON M4C 1M6",LikelyOpen,935,43.69735608087488,-79.28528711019696
Pizza Pros Weston,"3430 Weston Rd, North York ON M9M 2W1",LikelyOpen,648,43.74845421407306,-79.5504039969242
Gino's Pizza,"2524 Finch Ave W, Toronto ON M9M 2G3",LikelyOpen,702,43.74845421407306,-79.5504039969242
Pizza Nova,"2347 Finch Ave W, Toronto ON M9M 2W8",Unsure,726,43.74845421407306,-79.5504039969242
Pizza Pide,"949 Gerrard St E (Pape Ave.), Toronto ON M4M 1Z1",Unsure,526,43.672453,-79.338259
Mr Pide,"800 Danforth Ave, Toronto ON M4J 1L6",LikelyOpen,840,43.672453,-79.338259
Blondies Pizza,"1555 Dundas St E, Toronto ON M4L 1K9",VeryLikelyOpen,890,43.672453,-79.338259
Danforth Pizza House,"920 Danforth Ave (Jones), Toronto ON M4J 1L9",VeryLikelyOpen,874,43.672453,-79.338259
Il Fornello,"576 Danforth Ave, Toronto ON M4K 1R1",LikelyOpen,974,43.672453,-79.338259
Pizza Pizza,"1063 Gerrard St E, Toronto ON M4M 1Z9",LikelyOpen,433,43.672453,-79.338259
Yum Yum Cafe,"234 Jones Ave, Toronto ON M4M 3A6",LikelyOpen,383,43.672453,-79.338259
241 Pizza,"1016 Gerrard St E (Marjory Ave.), Toronto ON M4M 1Z3",LikelyOpen,386,43.672453,-79.338259
Vatican Gift Shop,"1047 Gerrard St E (Jone Ave), Toronto ON M4M 1Z7",VeryLikelyOpen,426,43.672453,-79.338259
One Night Only Pizza,"227 Withrow Ave, Toronto ON M4K 1E3",LikelyOpen,485,43.672453,-79.338259
Little Caesars Pizza,"457 Carlaw Ave, Toronto ON M4K 3H9",VeryLikelyOpen,580,43.672453,-79.338259
Pizza Pizza,"1252 Gerrard St E, Toronto ON M4L 1Y6",LikelyOpen,811,43.672453,-79.338259
Gino's Pizza,"884 Danforth Ave (at Jones Ave.), Toronto ON M4J 1L7",LikelyOpen,816,43.672453,-79.338259
Domino's Pizza,"873 Danforth Ave (at Jones Ave), Toronto ON M4J 1L8",LikelyOpen,823,43.672453,-79.338259
Maker Pizza,"388 Carlaw Ave, Toronto ON M4M 2T4",LikelyOpen,824,43.672453,-79.338259
Papa John's Pizza,"798 Danforth Ave, Toronto ON M4J 1L6",VeryLikelyOpen,854,43.672453,-79.338259
Blackout Cafe Bar & Lounge,"1201 Dundas St E (Carlaw), Toronto ON M4M 1S2",LikelyOpen,879,43.672453,-79.338259
Amaro Pizza.Com,"962 Danforth Rd, Toronto ON M1K 1J1",LikelyOpen,885,43.672453,-79.338259
Baser Ahmad City Fried Chicken and Pizza,"990 Danforth Ave, Toronto ON M4J 1L9",LikelyOpen,897,43.672453,-79.338259
Madina Halal Pizza Inc,"1078 Danforth Ave, Toronto ON M4J 1M2",LikelyOpen,977,43.672453,-79.338259
Pizzaiolo Gourmet Pizza,"1528 Danforth Ave (at Broadview Ave), Toronto ON M4J 1N4",LikelyOpen,980,43.672453,-79.338259
Pizza Hut,"844 Danforth Ave, Toronto ON M4J 1L7",LikelyOpen,865,43.672453,-79.338259
North of Brooklyn Pizzeria,"469 Church St (at Wellesley St.), Toronto ON M4Y 2C5",VeryLikelyOpen,342,43.6614605,-79.37894570000002
Blaze Pizza,"10 Dundas St E, Toronto ON M5B 2G9",VeryLikelyOpen,555,43.6614605,-79.37894570000002
Panago Pizza Inc,"44 Gerrard St W (at Bay St.), Toronto ON M5G 2K2",LikelyOpen,524,43.6614605,-79.37894570000002
Express Pizza,"447 Church St (at Alexander St.), Toronto ON M4Y 2C5",Unsure,285,43.6614605,-79.37894570000002
Assembli Pizza,"373 Church St, Toronto ON M5B 1Z9",LikelyOpen,43,43.6614605,-79.37894570000002
Pi Co,"432 Church St, Toronto ON M5B 2A4",LikelyOpen,59,43.6614605,-79.37894570000002
Pizza Nova,"1001 Bay St (St Joseph), Toronto ON M5S 3A6",LikelyOpen,803,43.6614605,-79.37894570000002
Boston Pizza,"401 Yonge St, Toronto ON M5B 1S9",LikelyOpen,341,43.6614605,-79.37894570000002
Fantastico Pizza,"288 Kerr St, Toronto ON",LikelyOpen,168,43.6614605,-79.37894570000002
Bocconcini Pizza & Wings,"96 Gerrard St E, Toronto ON M5B 1G7",LikelyOpen,176,43.6614605,-79.37894570000002
Tosto Quickfire Pizza Pasta,"800 Bay St, Toronto ON M5S 3A9",VeryLikelyOpen,608,43.6614605,-79.37894570000002
Pizza Pizza,"471 Yonge St, Toronto ON M4Y 1X4",LikelyOpen,361,43.6614605,-79.37894570000002
Pizza Pizza,"68 Wellesley St E, Toronto ON M4Y 1H2",LikelyOpen,496,43.6614605,-79.37894570000002
Pizza Studio,"500 Church St (Alexander St), Toronto ON M4Y 2C8",LikelyOpen,302,43.6614605,-79.37894570000002
Pizza Pizza,"761 Bay St, Toronto ON M5G 2R2",LikelyOpen,524,43.6614605,-79.37894570000002
Pizza Italia,"372 Yonge St, Toronto ON M5B 1S6",Unsure,392,43.6614605,-79.37894570000002
Mamma's Pizza,"Yonge St, Toronto ON",LikelyOpen,409,43.6614605,-79.37894570000002
Domino's Pizza,"478 Yonge St, Toronto ON M4Y 1X5",LikelyOpen,409,43.6614605,-79.37894570000002
Domino's Pizza,"159 Wellesley St E (at Wellesley), Toronto ON M4Y 0H5",LikelyOpen,655,43.6614605,-79.37894570000002
Pizza Pizza,"560 Parliament St (Prospect), Toronto ON M4X 1P8",LikelyOpen,997,43.6614605,-79.37894570000002
Pizza Pizza,"346 Yonge St, Toronto ON M5B 1R8",LikelyOpen,456,43.6614605,-79.37894570000002
Panago,"717 Bay St (St. Clair), Toronto ON",LikelyOpen,543,43.6614605,-79.37894570000002
Pizzaiolo,"770 Bay St (College St), Toronto ON M5G 0A6",LikelyOpen,580,43.6614605,-79.37894570000002
Pizza Nova,"568 Church St (at Wellesley St E), Toronto ON M4Y 2E3",LikelyOpen,541,43.6614605,-79.37894570000002
George's Pizza,"252 Dundas St E, Toronto ON M5A 1Z6",Unsure,620,43.6614605,-79.37894570000002
Papa John's Pizza,"200 Dundas St E, Toronto ON M5R 4R2",LikelyOpen,651,43.6614605,-79.37894570000002
Big 3 Detroit Style Pizza,"555 Church St, Toronto ON M4Y 2E2",LikelyOpen,658,43.6614605,-79.37894570000002
Slice New York,"633 Bay St (at Bay), Toronto ON M5G 1C9",LikelyOpen,661,43.6614605,-79.37894570000002
Mamjoun Pizzeria,"209 Ellesmere Rd, Scarborough ON M1R 4E2",LikelyOpen,726,43.6614605,-79.37894570000002
Extreme Pita,"209 Victoria St (in Keenan Research Centre lobby), Toronto ON M5B 1T8",LikelyOpen,751,43.6614605,-79.37894570000002
Panago Pizza Inc,"570 Jarvis St (Charles St E.), Toronto ON M4Y 0C1",LikelyOpen,863,43.6614605,-79.37894570000002
241 Pizza,"451 Parliament St (Spruce St), Toronto ON M5A 3A3",LikelyOpen,950,43.6614605,-79.37894570000002
Wing Machine,"443 Parliament St (at Spruce St), Toronto ON M5A 3A1",LikelyOpen,955,43.6614605,-79.37894570000002
Salt & Tobacco,"521 Parliament St, Toronto ON M4X 1P3",LikelyOpen,969,43.6614605,-79.37894570000002
Sbarro,"220 Yonge St (in Toronto Eaton Centre), Toronto ON M5B 2H1",LikelyOpen,690,43.6614605,-79.37894570000002
Pizza Nova,"526 Church St, Toronto ON M4Y 2E1",LikelyOpen,401,43.6614605,-79.37894570000002
Pizza Shab,"113 Bond St, Toronto ON M5B 1Y2",LikelyOpen,464,43.6614605,-79.37894570000002
2-4-1 Pizza,"122 Dundas St W, Toronto ON M5G 1C3",Unsure,781,43.6614605,-79.37894570000002
Gino's Pizza,"443 Parliament St, Toronto ON M5A 3A1",LikelyOpen,955,43.6614605,-79.37894570000002
Ferro Bar & Cafe,"769 Saint Clair Ave W (at Arlington Ave.), Toronto ON M6C 1B4",VeryLikelyOpen,840,43.6882821,-79.4253856
Churrasco of St Clair,"679 Saint Clair Ave W (at Christie St), Toronto ON M6C 1A7",LikelyOpen,746,43.6882821,-79.4253856
Aviv,"779 St Clair Ave W, Toronto ON M6C 1B7",VeryLikelyOpen,888,43.6882821,-79.4253856
Pizza Del Arte,"1480 Bathurst St (at St, Clair Ave. W), Toronto ON M5P 3G9",LikelyOpen,759,43.6882821,-79.4253856
Vannis,"672 Saint Clair Ave W (at Christie St.), Toronto ON M6C 1B1",Unsure,697,43.6882821,-79.4253856
Little Caesars Pizza,"840 St Clair Ave W, Toronto ON M6C 0A4",VeryLikelyOpen,976,43.6882821,-79.4253856
Hotspot Restaurant,"672B St Clair Ave W, Toronto ON",Unsure,691,43.6882821,-79.4253856
Vannis Pizza Grill & Wine,"672 St Clair Ave W, Toronto ON M6C 1B1",Unsure,697,43.6882821,-79.4253856
Pizza Pizza,"1911 Finch Ave W, Toronto ON M3N 2V2",VeryLikelyOpen,710,43.6882821,-79.4253856
Maker Pizza,"55A Cameron St, Toronto ON M5T 2H1",LikelyOpen,103,43.65082785552666,-79.39698099821702
Fusaro's Kitchen,"147 Spadina Ave (at Richmond St. W.), Toronto ON M5V 2L7",VeryLikelyOpen,310,43.65082785552666,-79.39698099821702
General Assembly,"331 Adelaide St W, Toronto ON M5V 1R5",LikelyOpen,501,43.65082785552666,-79.39698099821702
North of Brooklyn Pizzeria,"650 1/2 Queen St W (Palmerston Ave), Toronto ON M6J 1E4",LikelyOpen,882,43.65082785552666,-79.39698099821702
Pizza Fresca,"302 College St (at Robert St), Toronto ON M5T 1R9",LikelyOpen,868,43.65082785552666,-79.39698099821702
Pizzeria Via Mercanti,"188 Augusta Ave, Toronto ON M5T 2L6",VeryLikelyOpen,536,43.65082785552666,-79.39698099821702
Big Trouble Pizza,"235 Spadina Ave (Dundas St. W), Toronto ON M5T 2E2",LikelyOpen,50,43.65082785552666,-79.39698099821702
Hey Lucy Cafe,"295 King St W (at John St.), Toronto ON M5V 1J5",LikelyOpen,740,43.65082785552666,-79.39698099821702
Queen Margherita Pizza,"772 Dundas St W (Bathurst), Toronto ON M6J 1V1",LikelyOpen,856,43.65082785552666,-79.39698099821702
Mamma's Pizza,"405 Richmond St W (at Spadina Ave.), Toronto ON M5V 1X3",LikelyOpen,338,43.65082785552666,-79.39698099821702
Jz's Pizza,"232 Wellington St W, Toronto ON M5V 3W1",VeryLikelyOpen,848,43.65082785552666,-79.39698099821702
Village Pizza Dundas,"761 Dundas St W, Toronto ON M6J 1T9",LikelyOpen,789,43.65082785552666,-79.39698099821702
Boston Pizza,"250 Front St W (John St), Toronto ON M5V 3G5",LikelyOpen,998,43.65082785552666,-79.39698099821702
Pizza Rustica,"37 Blue Jays Way, Toronto ON M5V 9G9",VeryLikelyOpen,775,43.65082785552666,-79.39698099821702
Pizzaiolo,"609 Queen St W (Bathurst), Toronto ON M5V 2B7",Unsure,580,43.65082785552666,-79.39698099821702
Il Fornello,"214 King St W (at Simcoe St.), Toronto ON M5H 3S6",LikelyOpen,910,43.65082785552666,-79.39698099821702
Pizzaiolo,"289 Dundas St W (at McCaul St), Toronto ON M5T 1G1",LikelyOpen,614,43.65082785552666,-79.39698099821702
Domino's Pizza,"410 Queen St W, Toronto ON M5V 2A7",VeryLikelyOpen,243,43.65082785552666,-79.39698099821702
Panzerotto Pizza,"404 Queen St W, Toronto ON M5V 2A6",LikelyOpen,274,43.65082785552666,-79.39698099821702
Levetto China Town,"382 Spadina Ave (Spadina Ave.), Toronto ON M5T 2G5",LikelyOpen,528,43.65082785552666,-79.39698099821702
Pizzaiolo,"123 Spadina Ave, Toronto ON M5V 2K8",LikelyOpen,429,43.65082785552666,-79.39698099821702
Qui Ristorante Pizzeria | Best pasta near me in Toronto,"1654 Stclair Ave W, Toronto ON M6N 1H8",LikelyOpen,364,43.65082785552666,-79.39698099821702
Pi Co,"130 Spadina Ave, Toronto ON M5V 2L4",LikelyOpen,371,43.65082785552666,-79.39698099821702
241 Pizza,"327 Queen St E, Toronto ON M5A 1S9",LikelyOpen,429,43.65082785552666,-79.39698099821702
Mare Pizzeria,"185 Baldwin St, Toronto ON M5T 1M1",Unsure,523,43.65082785552666,-79.39698099821702
Amato Pizza on Queen,"534 Queen St W, Toronto ON M5V 2B5",LikelyOpen,561,43.65082785552666,-79.39698099821702
Pizza Thick & the Ice Cream Bake Shop,"536 Queen St W, Toronto ON M5V 2B5",LikelyOpen,580,43.65082785552666,-79.39698099821702
Pizza Aiolo,"609 Queen St W, Toronto ON M5V 2B7",LikelyOpen,581,43.65082785552666,-79.39698099821702
Pizzeria Da Mario,"253 Augusta Ave, Toronto ON M5T 2L8",LikelyOpen,621,43.65082785552666,-79.39698099821702
Pizzaface Italian Bar + Kitchen,"221 Richmond St W, Toronto ON M5V 1W2",LikelyOpen,640,43.65082785552666,-79.39698099821702
Pizza Hut,"720 King St W, Toronto ON M5V 2T3",LikelyOpen,982,43.65082785552666,-79.39698099821702
Pizzaiolo,"624 Queen St W, Toronto ON M6J 1E4",LikelyOpen,807,43.65082785552666,-79.39698099821702
